,invoice_no,category,item,quantity,price,customer_id,date_key,payment_method,card_type,shopping_mall,city,province_state,country,first_name,last_name,gender,age,dob,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,day_of_week,month,year,quarter,is_holiday,total_spent,purchase_count
92,100092,Hair Care,Hair Oil,1,48.38,759,2022-01-01,Credit Card - AMEX,AMEX,The Streets at Southpoint,Durham,North Carolina,US,Donald,Petty,Female,34.0,1990-10-14,1.0,1102.0,2.0,1.0,2023-02-07,10.0,100.53,Saturday,January,2022,2022Q1,1,365.34000000000003,9
93,100093,Hair Care,Shampoo,1,33.0,918,2020-06-28,Credit Card - AMEX,AMEX,Park Meadows,Lone Tree,Colorado,US,Michael,Johnson,Male,62.0,1962-11-09,0.0,1191.0,7.0,0.0,2022-04-20,49.0,125.61,Sunday,June,2020,2020Q2,1,520.31,13
94,100094,Oral Care,Toothpaste,1,3.48,74,2022-02-25,Apple Pay,,The Shops at La Cantera,San Antonio,Texas,US,John,Ponce,Male,61.0,1964-02-19,1.0,1372.0,5.0,0.0,2021-02-26,34.0,11.52,Friday,February,2022,2022Q1,0,322.59000000000003,11
95,100095,Skin Care,Lip Balm,2,89.71,770,2021-02-18,Google Pay,,Lakeside Shopping Centre,Thurrock,Essex,UK,Christopher,Martin,Other,18.0,2006-10-08,1.0,484.0,7.0,0.0,2025-01-22,12.0,307.38,Thursday,February,2021,2021Q1,0,308.0,12
96,100096,Skin Care,Moisturizer,1,68.64,256,2021-01-28,BNPL (Buy Now, Pay Later),Oakbrook Center,Oak Brook,Illinois,US,Wanda,Clark,Female,43.0,1981-08-02,1.0,1688.0,7.0,0.0,2022-10-02,41.0,309.91,Thursday,January,2021,2021Q1,0,232.05,8
97,100097,Skin Care,Face Wash,1,74.91,252,2021-04-10,BNPL (Buy Now, Pay Later),Park Meadows,Lone Tree,Colorado,US,Crystal,Santiago,Other,67.0,1957-05-21,0.0,1112.0,4.0,1.0,2023-12-23,18.0,246.84,Saturday,April,2021,2021Q2,1,425.0,14
98,100098,Skin Care,Moisturizer,2,56.75,342,2024-04-21,PayPal,,Meadowhall,Sheffield,South Yorkshire,UK,Mario,Jones,Male,19.0,2005-11-26,0.0,493.0,2.0,0.0,2025-02-12,38.0,447.12,Sunday,April,2024,2024Q2,1,291.93,9
99,100099,Body Care and Hygiene,Deodorant,4,4.46,698,2023-05-07,Debit Card - MasterCard,MasterCard,Lakeside Shopping Centre,Thurrock,Essex,UK,Misty,Cunningham,Male,34.0,1991-02-01,0.0,882.0,8.0,1.0,2022-04-15,39.0,267.67,Sunday,May,2023,2023Q2,1,305.0,12
100,100100,Hair Care,Hair Oil,3,20.32,588,2022-09-15,Google Pay,,Stonebriar Centre,Frisco,Texas,US,James,Lucas,Female,62.0,1962-07-16,0.0,1561.0,2.0,0.0,2023-09-25,48.0,337.25,Thursday,September,2022,2022Q3,0,361.28999999999996,10
101,100101,Skin Care,Lip Balm,1,91.61,912,2021-07-19,Credit Card - Visa,Visa,Arndale Centre,Manchester,Greater Manchester,UK,Cassandra,Levy,Female,32.0,1992-04-24,1.0,1194.0,9.0,1.0,2022-05-03,23.0,143.33,Monday,July,2021,2021Q3,0,389.14,10
102,100102,Hair Care,Conditioner,2,37.1,309,2020-01-11,Credit Card - AMEX,AMEX,The Florida Mall,Orlando,Florida,US,Heather,Hill,Female,66.0,1958-05-29,0.0,44.0,6.0,1.0,2023-03-21,29.0,341.75,Saturday,January,2020,2020Q1,1,676.3199999999999,17
103,100103,Body Care and Hygiene,Hand Sanitizer,3,8.83,919,2020-05-13,BNPL (Buy Now, Pay Later),The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Susan,Stevenson,Male,54.0,1970-10-10,0.0,33.0,6.0,0.0,2024-12-02,20.0,465.13,Wednesday,May,2020,2020Q2,0,392.33,14
104,100104,Body Care and Hygiene,Deodorant,4,13.53,667,2023-07-22,Cash,,The Mall at Millenia,Orlando,Florida,US,Emily,Willis,Female,55.0,1969-05-18,0.0,1020.0,7.0,1.0,2020-10-09,50.0,163.86,Saturday,July,2023,2023Q3,1,187.07,11
105,100105,Skin Care,Moisturizer,3,17.43,816,2023-12-16,Credit Card - AMEX,AMEX,The Shops at La Cantera,San Antonio,Texas,US,Margaret,Johnson,Male,30.0,1994-03-30,1.0,1223.0,7.0,1.0,2022-09-22,33.0,205.31,Saturday,December,2023,2023Q4,1,347.59,14
106,100106,Oral Care,Mouthwash,4,17.96,817,2021-08-29,BNPL (Buy Now, Pay Later),SouthPark,Charlotte,North Carolina,US,Courtney,Montoya,Male,58.0,1967-01-23,1.0,719.0,1.0,1.0,2023-05-30,6.0,258.28,Sunday,August,2021,2021Q3,1,207.33,8
107,100107,Body Care and Hygiene,Deodorant,2,8.12,637,2021-11-06,Debit Card - Visa,Visa,CambridgeSide,Cambridge,Massachusetts,US,Jennifer,Cruz,Female,39.0,1985-07-11,0.0,127.0,8.0,1.0,2020-01-06,2.0,313.35,Saturday,November,2021,2021Q4,1,277.53000000000003,12
108,100108,Oral Care,Mouthwash,2,5.51,873,2023-07-17,Credit Card - Visa,Visa,Stanford Shopping Center,Palo Alto,California,US,Javier,Rose,Male,41.0,1983-03-03,0.0,9.0,2.0,0.0,2021-10-15,5.0,397.42,Monday,July,2023,2023Q3,0,306.64,14
109,100109,Oral Care,Mouthwash,2,2.88,221,2020-07-25,BNPL (Buy Now, Pay Later),Westfield Stratford City,London,England,UK,Emily,Robinson,Male,26.0,1998-07-12,0.0,802.0,9.0,1.0,2021-01-20,44.0,248.76,Saturday,July,2020,2020Q3,1,331.0,12
110,100110,Body Care and Hygiene,Deodorant,4,23.06,695,2023-04-10,Credit Card - AMEX,AMEX,Town Center at Boca Raton,Boca Raton,Florida,US,Tiffany,Thomas,Other,54.0,1970-06-08,0.0,1627.0,7.0,0.0,2021-01-21,48.0,330.78,Monday,April,2023,2023Q2,0,204.67,9
111,100111,Oral Care,Toothpaste,1,4.24,83,2025-01-23,Credit Card - MasterCard,MasterCard,Westfield Stratford City,London,England,UK,Shannon,Ali,Other,45.0,1979-03-26,0.0,939.0,3.0,0.0,2024-06-11,40.0,52.88,Thursday,January,2025,2025Q1,0,182.49,7
112,100112,Body Care and Hygiene,Body Lotion,3,3.71,527,2021-01-02,PayPal,,Trafford Centre,Manchester,England,UK,Elizabeth,Thomas,Other,26.0,1998-06-05,1.0,84.0,2.0,0.0,2021-03-13,4.0,405.72,Saturday,January,2021,2021Q1,1,198.3,10
113,100113,Body Care and Hygiene,Deodorant,1,3.02,70,2020-03-02,Google Pay,,Westfield San Francisco Centre,San Francisco,California,US,Kendra,Chapman,Other,29.0,1995-07-15,1.0,211.0,10.0,1.0,2022-03-18,49.0,100.71,Monday,March,2020,2020Q1,0,146.1,5
114,100114,Oral Care,Mouthwash,3,4.56,117,2020-12-13,Cash,,The Mall in Columbia,Columbia,Maryland,US,Rebecca,Barnes,Other,45.0,1979-06-23,1.0,851.0,4.0,0.0,2021-01-05,47.0,93.86,Sunday,December,2020,2020Q4,1,309.51,11
115,100115,Hair Care,Conditioner,1,26.32,181,2024-03-30,Credit Card - Visa,Visa,Easton Town Center,Columbus,Ohio,US,Jennifer,Mckay,Other,37.0,1987-12-19,0.0,1737.0,6.0,1.0,2020-04-05,20.0,468.22,Saturday,March,2024,2024Q1,1,282.78999999999996,7
116,100116,Skin Care,Sunscreen,3,75.2,794,2022-02-19,Debit Card - Visa,Visa,Oakbrook Center,Oak Brook,Illinois,US,Ashley,Adams,Other,19.0,2006-02-06,1.0,1652.0,8.0,1.0,2021-02-15,42.0,174.22,Saturday,February,2022,2022Q1,1,134.54,5
117,100117,Skin Care,Face Wash,3,99.08,535,2024-08-10,Credit Card - AMEX,AMEX,Fashion Show Mall,Las Vegas,Nevada,US,Pamela,Johnson,Other,44.0,1980-06-30,1.0,1140.0,1.0,0.0,2022-02-16,44.0,131.65,Saturday,August,2024,2024Q3,1,321.19,9
118,100118,Skin Care,Moisturizer,4,94.88,680,2021-12-25,Google Pay,,King of Prussia Mall,Philadelphia,Pennsylvania,US,Deanna,Pena,Female,55.0,1969-12-17,1.0,1202.0,2.0,0.0,2020-09-29,27.0,217.08,Saturday,December,2021,2021Q4,1,436.77,11
119,100119,Body Care and Hygiene,Body Lotion,4,8.8,947,2021-12-12,Cash,,Lakeside Shopping Centre,Thurrock,Essex,UK,Michelle,Donaldson,Male,46.0,1978-09-02,1.0,889.0,3.0,1.0,2020-07-19,8.0,465.27,Sunday,December,2021,2021Q4,1,218.29,10
120,100120,Body Care and Hygiene,Body Lotion,4,4.3,512,2022-07-04,Google Pay,,The Dubai Mall,Dubai,Dubai,UAE,Michael,Clark,Female,25.0,1999-03-18,1.0,1739.0,2.0,0.0,2024-03-30,22.0,186.55,Monday,July,2022,2022Q3,0,205.75,10
121,100121,Skin Care,Lip Balm,4,54.26,228,2020-08-04,Apple Pay,,Palisades Center,West Nyack,New York,US,John,Bernard,Male,23.0,2001-03-04,0.0,1181.0,1.0,0.0,2022-01-12,26.0,336.09,Tuesday,August,2020,2020Q3,0,358.74,8
122,100122,Oral Care,Toothpaste,4,9.31,276,2024-03-13,BNPL (Buy Now, Pay Later),Aventura Mall,Miami,Florida,US,Andrew,Valdez,Other,63.0,1961-12-31,1.0,782.0,2.0,1.0,2022-03-16,26.0,352.41,Wednesday,March,2024,2024Q1,0,371.14,10
123,100123,Skin Care,Lip Balm,3,93.56,79,2020-07-26,Apple Pay,,Arndale Centre,Manchester,Greater Manchester,UK,Heather,Campbell,Other,53.0,1971-04-04,1.0,885.0,10.0,1.0,2023-09-08,42.0,207.23,Sunday,July,2020,2020Q3,1,278.91,9
124,100124,Skin Care,Sunscreen,1,72.35,441,2024-10-07,PayPal,,Oakbrook Center,Oak Brook,Illinois,US,Willie,Wyatt,Other,25.0,2000-01-20,1.0,374.0,7.0,1.0,2023-08-07,30.0,260.45,Monday,October,2024,2024Q4,0,291.65,10
125,100125,Body Care and Hygiene,Body Lotion,1,20.53,816,2023-04-18,Cash,,Lakeside Shopping Centre,Thurrock,Essex,UK,Margaret,Johnson,Male,30.0,1994-03-30,1.0,1223.0,7.0,1.0,2022-09-22,33.0,205.31,Tuesday,April,2023,2023Q2,0,347.59,14
126,100126,Body Care and Hygiene,Deodorant,4,29.81,328,2020-03-30,Google Pay,,South Coast Plaza,Costa Mesa,California,US,Joshua,Solomon,Female,54.0,1970-05-31,1.0,11.0,4.0,1.0,2021-11-26,26.0,122.31,Monday,March,2020,2020Q1,0,538.5,16
127,100127,Hair Care,Hair Oil,2,49.54,713,2022-04-28,Debit Card - MasterCard,MasterCard,Town Center at Boca Raton,Boca Raton,Florida,US,Rick,Moore,Other,59.0,1965-05-10,1.0,1115.0,9.0,1.0,2024-07-27,20.0,454.18,Thursday,April,2022,2022Q2,0,579.72,18
128,100128,Hair Care,Conditioner,2,10.73,704,2021-04-27,Apple Pay,,Westfield London,London,England,UK,Jonathan,Johnson,Female,57.0,1967-10-10,0.0,1651.0,5.0,0.0,2022-07-24,31.0,420.78,Tuesday,April,2021,2021Q2,0,489.18,11
129,100129,Oral Care,Mouthwash,3,9.93,269,2022-12-07,PayPal,,King of Prussia Mall,Philadelphia,Pennsylvania,US,Michael,Jones,Female,26.0,1999-02-02,0.0,1507.0,7.0,0.0,2023-05-08,16.0,429.27,Wednesday,December,2022,2022Q4,0,473.01,10
130,100130,Body Care and Hygiene,Hand Sanitizer,4,18.78,998,2022-01-20,Credit Card - MasterCard,MasterCard,The Mall at Short Hills,Short Hills,New Jersey,US,Timothy,Morgan,Female,32.0,1992-08-29,1.0,799.0,3.0,0.0,2020-03-03,33.0,361.51,Thursday,January,2022,2022Q1,0,242.57999999999998,9
131,100131,Hair Care,Shampoo,2,6.4,842,2021-06-22,Debit Card - Visa,Visa,Bluewater Shopping Centre,Dartford,Kent,UK,Rhonda,Powell,Female,65.0,1959-11-28,1.0,706.0,6.0,1.0,2024-03-30,45.0,383.29,Tuesday,June,2021,2021Q2,0,139.14,9
132,100132,Hair Care,Conditioner,3,12.03,454,2022-11-05,BNPL (Buy Now, Pay Later),The Domain,Austin,Texas,US,David,Cabrera,Other,45.0,1979-07-11,1.0,125.0,6.0,0.0,2023-11-30,32.0,217.73,Saturday,November,2022,2022Q4,1,79.4,3
133,100133,Oral Care,Toothpaste,4,18.74,640,2023-09-24,Apple Pay,,Oakbrook Center,Oak Brook,Illinois,US,Shawn,Webster,Other,19.0,2005-11-14,1.0,358.0,7.0,1.0,2025-01-06,25.0,93.72,Sunday,September,2023,2023Q3,1,467.40999999999997,14
134,100134,Skin Care,Sunscreen,3,83.98,198,2020-05-09,BNPL (Buy Now, Pay Later),The Gardens Mall,Palm Beach Gardens,Florida,US,David,Hess,Other,25.0,2000-01-16,1.0,1214.0,10.0,0.0,2022-01-11,28.0,358.3,Saturday,May,2020,2020Q2,1,313.36,7
135,100135,Oral Care,Toothpaste,2,16.5,818,2022-02-10,PayPal,,Stonebriar Centre,Frisco,Texas,US,Dakota,Crane,Male,45.0,1979-07-15,1.0,1806.0,2.0,1.0,2022-12-16,37.0,175.84,Thursday,February,2022,2022Q1,0,721.5699999999999,16
136,100136,Body Care and Hygiene,Deodorant,2,12.14,271,2024-09-27,Apple Pay,,Santa Monica Place,Santa Monica,California,US,Beth,Floyd,Other,18.0,2006-09-23,0.0,1558.0,4.0,0.0,2022-04-28,12.0,179.75,Friday,September,2024,2024Q3,0,519.42,21
137,100137,Hair Care,Shampoo,1,26.21,89,2023-07-06,Google Pay,,The Shops at La Cantera,San Antonio,Texas,US,Paula,Thornton,Female,63.0,1961-12-07,0.0,1529.0,6.0,1.0,2021-10-28,18.0,303.98,Thursday,July,2023,2023Q3,0,220.95000000000002,11
138,100138,Oral Care,Toothpaste,1,15.58,818,2022-06-24,Apple Pay,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Dakota,Crane,Male,45.0,1979-07-15,1.0,1806.0,2.0,1.0,2022-12-16,37.0,175.84,Friday,June,2022,2022Q2,0,721.5699999999999,16
139,100139,Body Care and Hygiene,Body Lotion,1,20.2,553,2022-11-02,Credit Card - Visa,Visa,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Jeremy,Rivera,Other,36.0,1989-01-14,0.0,357.0,4.0,0.0,2021-06-07,28.0,383.82,Wednesday,November,2022,2022Q4,0,169.6,5
140,100140,Body Care and Hygiene,Deodorant,2,15.63,814,2024-07-19,Credit Card - MasterCard,MasterCard,Westfield Annapolis,Annapolis,Maryland,US,Jessica,Gutierrez,Male,18.0,2006-05-27,1.0,130.0,7.0,0.0,2021-12-12,33.0,238.06,Friday,July,2024,2024Q3,0,207.24,15
141,100141,Hair Care,Shampoo,3,39.23,79,2023-08-11,Cash,,Westfield San Francisco Centre,San Francisco,California,US,Heather,Campbell,Other,53.0,1971-04-04,1.0,885.0,10.0,1.0,2023-09-08,42.0,207.23,Friday,August,2023,2023Q3,0,278.91,9
142,100142,Skin Care,Moisturizer,2,31.56,833,2021-07-20,Cash,,The Shops at Columbus Circle,New York,New York,US,Laurie,Ortega,Other,55.0,1970-01-06,0.0,1157.0,1.0,1.0,2020-02-27,4.0,56.65,Tuesday,July,2021,2021Q3,0,154.51,7
143,100143,Hair Care,Conditioner,1,20.04,96,2020-02-29,PayPal,,Bluewater Shopping Centre,Dartford,Kent,UK,Jose,Moses,Male,56.0,1969-02-14,0.0,1139.0,10.0,1.0,2023-03-10,3.0,349.22,Saturday,February,2020,2020Q1,1,197.74,7
144,100144,Body Care and Hygiene,Body Lotion,1,21.15,302,2024-03-17,Cash,,Brookfield Place,New York,New York,US,Roger,Duran,Male,63.0,1961-09-28,0.0,446.0,8.0,1.0,2024-12-09,31.0,449.58,Sunday,March,2024,2024Q1,1,255.4,12
145,100145,Oral Care,Mouthwash,4,16.0,469,2023-07-27,PayPal,,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Crystal,Church,Male,55.0,1969-04-12,1.0,1110.0,3.0,0.0,2023-09-23,8.0,387.47,Thursday,July,2023,2023Q3,0,164.73,7
146,100146,Body Care and Hygiene,Hand Sanitizer,2,23.33,99,2023-09-15,PayPal,,Roosevelt Field,Garden City,New York,US,Dawn,Chambers,Male,23.0,2001-05-11,1.0,323.0,1.0,0.0,2021-06-20,29.0,393.4,Friday,September,2023,2023Q3,0,277.36,10
147,100147,Body Care and Hygiene,Deodorant,1,21.35,927,2023-10-26,Credit Card - MasterCard,MasterCard,Oakbrook Center,Oak Brook,Illinois,US,Nathan,Young,Female,21.0,2003-09-05,1.0,485.0,8.0,0.0,2024-06-16,50.0,306.37,Thursday,October,2023,2023Q4,0,321.5,12
148,100148,Body Care and Hygiene,Deodorant,4,19.27,786,2020-01-04,Credit Card - Visa,Visa,Arndale Centre,Manchester,Greater Manchester,UK,Leslie,Jackson,Other,57.0,1967-03-16,1.0,1500.0,7.0,1.0,2023-01-16,2.0,81.83,Saturday,January,2020,2020Q1,1,512.7,14
149,100149,Skin Care,Sunscreen,2,70.35,929,2023-06-19,PayPal,,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Bethany,Callahan,Female,38.0,1986-10-12,0.0,1717.0,9.0,0.0,2024-11-13,33.0,457.98,Monday,June,2023,2023Q2,0,194.89,8
150,100150,Oral Care,Toothpaste,3,12.77,149,2024-11-01,Google Pay,,The Summit,Birmingham,Alabama,US,Kathy,Moore,Other,31.0,1993-05-04,1.0,1291.0,7.0,0.0,2022-10-26,50.0,280.97,Friday,November,2024,2024Q4,0,291.16,17
151,100151,Hair Care,Hair Oil,2,8.63,537,2021-08-06,Apple Pay,,Metrocentre,Gateshead,Tyne and Wear,UK,Stephanie,Taylor,Male,50.0,1975-02-05,1.0,783.0,7.0,0.0,2020-12-02,12.0,78.09,Friday,August,2021,2021Q3,0,570.97,14
152,100152,Hair Care,Shampoo,4,33.91,366,2023-02-28,Google Pay,,SouthPark,Charlotte,North Carolina,US,Jennifer,Hampton,Other,59.0,1965-12-27,0.0,1635.0,9.0,1.0,2022-03-03,24.0,183.99,Tuesday,February,2023,2023Q1,0,360.87,10
153,100153,Oral Care,Toothpaste,1,14.15,85,2022-04-06,BNPL (Buy Now, Pay Later),Roosevelt Field,Garden City,New York,US,Wendy,Wagner,Other,41.0,1983-10-04,0.0,606.0,1.0,1.0,2022-01-12,36.0,320.32,Wednesday,April,2022,2022Q2,0,346.39,14
154,100154,Body Care and Hygiene,Deodorant,4,24.96,464,2023-08-24,Apple Pay,,Bullring & Grand Central,Birmingham,West Midlands,UK,Ryan,Miller,Female,45.0,1979-06-08,0.0,775.0,3.0,1.0,2024-01-24,23.0,94.02,Thursday,August,2023,2023Q3,0,350.66,9
155,100155,Oral Care,Mouthwash,3,5.72,811,2024-01-08,Debit Card - Visa,Visa,Aventura Mall,Miami,Florida,US,Bailey,Rowland,Other,31.0,1993-03-25,0.0,452.0,7.0,0.0,2020-12-10,22.0,379.47,Monday,January,2024,2024Q1,0,448.27,17
156,100156,Skin Care,Face Wash,2,51.1,626,2022-04-27,Credit Card - AMEX,AMEX,International Plaza and Bay Street,Tampa,Florida,US,Michael,Thompson,Male,19.0,2005-09-18,0.0,96.0,1.0,0.0,2020-03-12,14.0,167.32,Wednesday,April,2022,2022Q2,0,505.04,15
157,100157,Hair Care,Shampoo,4,45.7,895,2022-09-13,Google Pay,,Bullring & Grand Central,Birmingham,West Midlands,UK,Amanda,Leon,Male,48.0,1976-02-27,0.0,1027.0,6.0,0.0,2024-01-05,4.0,141.57,Tuesday,September,2022,2022Q3,0,398.89000000000004,11
158,100158,Hair Care,Shampoo,3,15.75,847,2021-02-15,Credit Card - AMEX,AMEX,The Mall at Millenia,Orlando,Florida,US,Theresa,Mcdonald,Male,39.0,1985-07-11,0.0,576.0,2.0,0.0,2020-07-08,18.0,251.37,Monday,February,2021,2021Q1,0,434.95,12
159,100159,Hair Care,Hair Oil,2,10.15,476,2021-05-24,Cash,,Easton Town Center,Columbus,Ohio,US,Rachel,Klein,Male,50.0,1974-11-22,1.0,600.0,1.0,0.0,2024-10-11,31.0,46.91,Monday,May,2021,2021Q2,0,521.2,16
160,100160,Skin Care,Face Wash,4,61.02,455,2021-06-24,Debit Card - MasterCard,MasterCard,The Streets at Southpoint,Durham,North Carolina,US,Aimee,Warren,Other,69.0,1955-11-16,0.0,491.0,10.0,0.0,2024-03-06,26.0,451.04,Thursday,June,2021,2021Q2,0,351.85,8
161,100161,Skin Care,Lip Balm,3,21.0,804,2021-12-29,BNPL (Buy Now, Pay Later),The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Katherine,Freeman,Male,51.0,1974-02-14,1.0,1533.0,6.0,0.0,2020-01-05,9.0,52.72,Wednesday,December,2021,2021Q4,0,539.16,13
162,100162,Body Care and Hygiene,Deodorant,2,14.54,280,2022-11-24,Debit Card - Visa,Visa,Perimeter Mall,Atlanta,Georgia,US,Eric,Miller,Female,29.0,1995-10-25,1.0,1065.0,4.0,0.0,2022-07-09,41.0,250.59,Thursday,November,2022,2022Q4,0,296.88,11
163,100163,Hair Care,Hair Oil,2,41.75,495,2022-07-31,Debit Card - MasterCard,MasterCard,Bloor-Yorkville,Toronto,Ontario,Canada,Jasmine,Marquez,Other,30.0,1994-10-31,0.0,443.0,2.0,1.0,2022-10-28,17.0,460.72,Sunday,July,2022,2022Q3,1,366.78,13
164,100164,Skin Care,Face Wash,4,63.82,213,2025-02-12,Google Pay,,Bellevue Square,Bellevue,Washington,US,Cassandra,Wilson,Male,18.0,2006-07-21,1.0,1086.0,4.0,1.0,2021-05-23,44.0,204.1,Wednesday,February,2025,2025Q1,0,376.29,12
165,100165,Skin Care,Lip Balm,2,30.12,615,2023-06-17,PayPal,,The Oracle,Reading,Berkshire,UK,Madison,Short,Other,50.0,1974-12-21,1.0,141.0,2.0,1.0,2024-01-20,5.0,48.04,Saturday,June,2023,2023Q2,1,402.69,10
166,100166,Hair Care,Shampoo,1,41.16,99,2022-03-31,Debit Card - Visa,Visa,West Edmonton Mall,Edmonton,Alberta,Canada,Dawn,Chambers,Male,23.0,2001-05-11,1.0,323.0,1.0,0.0,2021-06-20,29.0,393.4,Thursday,March,2022,2022Q1,0,277.36,10
167,100167,Skin Care,Face Wash,2,54.78,243,2023-03-08,Credit Card - Visa,Visa,Palisades Center,West Nyack,New York,US,Antonio,Hall,Other,20.0,2004-07-14,0.0,404.0,7.0,0.0,2020-01-11,1.0,104.64,Wednesday,March,2023,2023Q1,0,253.85,5
168,100168,Body Care and Hygiene,Body Lotion,3,16.49,188,2024-02-24,BNPL (Buy Now, Pay Later),Scottsdale Fashion Square,Scottsdale,Arizona,US,Jamie,Harmon,Female,49.0,1975-10-16,0.0,630.0,9.0,0.0,2021-04-10,47.0,39.57,Saturday,February,2024,2024Q1,1,423.39,16
169,100169,Oral Care,Toothpaste,4,19.65,37,2024-11-25,Google Pay,,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Kayla,Holland,Male,70.0,1954-06-17,1.0,368.0,2.0,0.0,2020-04-27,50.0,112.07,Monday,November,2024,2024Q4,0,95.03,5
170,100170,Hair Care,Shampoo,4,8.94,89,2021-09-16,Debit Card - MasterCard,MasterCard,Town Center at Boca Raton,Boca Raton,Florida,US,Paula,Thornton,Female,63.0,1961-12-07,0.0,1529.0,6.0,1.0,2021-10-28,18.0,303.98,Thursday,September,2021,2021Q3,0,220.95000000000002,11
171,100171,Skin Care,Lip Balm,1,30.06,19,2020-10-02,Credit Card - AMEX,AMEX,Bluewater Shopping Centre,Dartford,Kent,UK,Jeffrey,Snyder,Other,32.0,1992-10-07,0.0,1080.0,9.0,0.0,2021-04-24,43.0,7.6,Friday,October,2020,2020Q4,0,349.23,11
172,100172,Skin Care,Sunscreen,1,42.53,954,2023-10-30,Cash,,Bloor-Yorkville,Toronto,Ontario,Canada,Jeffrey,Hunt,Male,18.0,2006-05-21,0.0,1095.0,9.0,1.0,2024-08-18,42.0,462.26,Monday,October,2023,2023Q4,0,477.51,18
173,100173,Body Care and Hygiene,Body Lotion,4,4.49,727,2023-06-10,Debit Card - MasterCard,MasterCard,Dolphin Mall,Miami,Florida,US,Misty,Hudson,Female,37.0,1987-10-19,0.0,711.0,9.0,0.0,2023-06-19,18.0,68.04,Saturday,June,2023,2023Q2,1,299.3,9
174,100174,Skin Care,Face Wash,1,28.56,866,2023-10-04,Apple Pay,,NorthPark Center,Dallas,Texas,US,Christina,Kelley,Female,37.0,1987-03-02,0.0,1438.0,9.0,1.0,2021-04-04,10.0,417.16,Wednesday,October,2023,2023Q4,0,360.81,15
175,100175,Body Care and Hygiene,Body Lotion,3,20.95,72,2020-07-06,Credit Card - Visa,Visa,Westfield Annapolis,Annapolis,Maryland,US,David,Lewis,Other,55.0,1969-07-01,1.0,73.0,8.0,1.0,2024-12-14,43.0,97.51,Monday,July,2020,2020Q3,0,361.9,12
176,100176,Oral Care,Toothpaste,3,13.1,792,2021-02-19,Credit Card - AMEX,AMEX,Aventura Mall,Miami,Florida,US,Emily,Carr,Male,51.0,1973-12-21,1.0,557.0,2.0,1.0,2020-04-09,42.0,215.13,Friday,February,2021,2021Q1,0,169.85999999999999,11
177,100177,Oral Care,Toothpaste,4,15.97,125,2024-10-10,Cash,,Meadowhall,Sheffield,South Yorkshire,UK,David,Hendricks,Female,41.0,1983-07-04,1.0,88.0,5.0,1.0,2021-10-30,21.0,57.19,Thursday,October,2024,2024Q4,0,557.34,15
178,100178,Body Care and Hygiene,Hand Sanitizer,4,9.44,361,2022-11-23,Credit Card - AMEX,AMEX,Bloor-Yorkville,Toronto,Ontario,Canada,Christian,Hunt,Male,55.0,1969-10-09,0.0,1029.0,3.0,0.0,2024-05-03,13.0,456.67,Wednesday,November,2022,2022Q4,0,278.9,10
179,100179,Hair Care,Conditioner,4,49.81,75,2023-01-07,Debit Card - MasterCard,MasterCard,Cherry Creek Shopping Center,Denver,Colorado,US,Thomas,Franklin,Other,33.0,1991-09-20,1.0,991.0,8.0,1.0,2020-02-14,16.0,474.93,Saturday,January,2023,2023Q1,1,313.43,9
180,100180,Oral Care,Mouthwash,2,8.11,423,2020-01-21,Google Pay,,Stanford Shopping Center,Palo Alto,California,US,Jeffrey,Walker,Female,24.0,2000-07-09,1.0,568.0,9.0,0.0,2024-02-13,1.0,375.2,Tuesday,January,2020,2020Q1,0,334.56,12
181,100181,Body Care and Hygiene,Deodorant,4,14.36,203,2021-10-01,Debit Card - Visa,Visa,Westfield London,London,England,UK,Jared,Berry,Female,44.0,1980-06-30,0.0,586.0,3.0,0.0,2023-09-01,39.0,235.62,Friday,October,2021,2021Q4,0,373.41,12
182,100182,Oral Care,Toothpaste,2,17.4,701,2024-03-03,Credit Card - Visa,Visa,The Domain,Austin,Texas,US,Stefanie,Jones,Male,34.0,1990-09-17,1.0,703.0,9.0,0.0,2024-05-23,41.0,389.21,Sunday,March,2024,2024Q1,1,221.8,9
183,100183,Skin Care,Moisturizer,2,27.38,913,2023-09-07,Credit Card - MasterCard,MasterCard,Perimeter Mall,Atlanta,Georgia,US,James,Johnson,Male,39.0,1985-05-28,0.0,1013.0,4.0,0.0,2023-11-27,15.0,79.56,Thursday,September,2023,2023Q3,0,341.3,11
184,100184,Skin Care,Face Wash,4,86.06,551,2024-01-02,Credit Card - Visa,Visa,Bloor-Yorkville,Toronto,Ontario,Canada,Anita,Lane,Female,24.0,2000-09-17,0.0,412.0,10.0,1.0,2023-10-24,9.0,308.92,Tuesday,January,2024,2024Q1,0,207.19,6
